"";"codeGeo";"libgeo_cp"
"2194";"99219";NA
"2195";"13007";"MARSEILLE 07"
"2196";"26200";"MONTELIMAR"
"2197";"50340";"LES PIEUX"
"2198";"50260";"BRICQUEBEC"
"2199";"57155";"MARLY"
"2200";"50760";"REVILLE"
"2201";"70500";"JUSSEY"
"2202";"16250";"BLANZAC PORCHERESSE"
"2203";"67460";"SOUFFELWEYERSHEIM"
"2204";"67540";"OSTWALD"
"2205";"13014";"MARSEILLE 14"
"2206";"64120";"ST PALAIS"
"2207";"14610";"CAIRON"
"2208";"21410";"FLEUREY SUR OUCHE"
"2209";"57130";"ARS SUR MOSELLE"
"2210";"55130";"GONDRECOURT LE CHATEAU"
"2211";"71400";"AUTUN"
"2212";"85560";"LONGEVILLE SUR MER"
"2213";"60460";"PRECY SUR OISE"
"2214";"17400";"ST JEAN D ANGELY"
"2215";"42720";"POUILLY SOUS CHARLIEU"
"2216";"76440";"FORGES LES EAUX"
"2217";"16710";"ST YRIEIX SUR CHARENTE"
"2218";"14670";"TROARN"
"2219";"49650";"ALLONNES"
"2220";"63700";"ST ELOY LES MINES"
"2221";"67300";"SCHILTIGHEIM"
"2222";"76370";"ROUXMESNIL BOUTEILLES"
"2223";"85000";"LA ROCHE SUR YON"
"2224";"13140";"MIRAMAS"
"2225";"13110";"PORT DE BOUC"
"2226";"86700";"COUHE"
"2227";"13004";"MARSEILLE 04"
"2228";"02470";"NEUILLY ST FRONT"
"2229";"79340";"VASLES"
"2230";"33440";"AMBARES ET LAGRAVE"
"2231";"72500";"CHATEAU DU LOIR"
"2232";"55120";"CLERMONT EN ARGONNE"
"2233";"76320";"CAUDEBEC LES ELBEUF"
"2234";"54130";"ST MAX"
"2235";"33520";"BRUGES"
"2236";"47500";"FUMEL"
"2237";"11220";"ST LAURENT DE LA CABRERISSE"
"2238";"57800";"FREYMING MERLEBACH"
"2239";"85220";"COMMEQUIERS"
"2240";"74650";"CHAVANOD"
"2241";"88160";"LE THILLOT"
"2242";"13105";"MIMET"
"2243";"50440";"BEAUMONT HAGUE"
"2244";"62590";"OIGNIES"
"2245";"50420";"TESSY SUR VIRE"
"2246";"64300";"ORTHEZ"
"2247";"22420";"PLOUARET"
"2248";"80130";"FRIVILLE ESCARBOTIN"
"2249";"87440";"ST MATHIEU"
"2250";"34490";"MURVIEL LES BEZIERS"
"2251";"58450";"NEUVY SUR LOIRE"
"2252";"9H012";NA
"2253";"64490";"BEDOUS"
"2254";"06560";"VALBONNE"
"2255";"29280";"PLOUZANE"
"2256";"68850";"STAFFELFELDEN"
"2257";"17260";"GEMOZAC"
"2258";"35490";"SENS DE BRETAGNE"
"2259";"59192";"BEUVRAGES"
"2260";"57950";"MONTIGNY LES METZ"
"2261";"58190";"TANNAY"
"2262";"57270";"UCKANGE"
"2263";"13C02";"VAUVENARGUES/PEYROLLES EN PROVENCE"
"2264";"29800";"LANDERNEAU"
"2265";"57330";"HETTANGE GRANDE"
"2266";"49460";"MONTREUIL JUIGNE"
"2267";"10140";"VENDEUVRE SUR BARSE"
"2268";"08210";"MOUZON"
"2269";"36250";"ST MAUR"
"2270";"45520";"CHEVILLY"
"2271";"30400";"VILLENEUVE LES AVIGNON"
"2272";"62390";"AUXI LE CHATEAU"
"2273";"80620";"DOMART EN PONTHIEU"
"2274";"02760";"HOLNON"
"2275";"16170";"ROUILLAC"
"2276";"67450";"MUNDOLSHEIM"
"2277";"9D070";NA
"2278";"45310";"PATAY"
"2279";"9D020";NA
"2280";"16330";"VARS"
"2281";"66600";"RIVESALTES"
"2282";"73330";"LE PONT DE BEAUVOISIN"
"2283";"62158";"SAULTY"
"2284";"72210";"LA SUZE SUR SARTHE"
"2285";"86360";"CHASSENEUIL DU POITOU"
"2286";"59236";"FRELINGHIEN"
"2287";"37190";"AZAY LE RIDEAU"
"2288";"86410";"VERRIERES"
"2289";"59910";"BONDUES"
"2290";"03230";"LUSIGNY"
"2291";"14290";"ORBEC"
"2292";"61560";"BAZOCHES SUR HOENE"
"2293";"18520";"AVORD"
"2294";"29480";NA
"2295";"80600";"DOULLENS"
"2296";"29860";"PLABENNEC"
"2297";"22700";"PERROS GUIREC"
"2298";"79200";"PARTHENAY"
"2299";"9A034";NA
"2300";"58210";"VARZY"
"2301";"80610";"ST OUEN"
"2302";"73100";"AIX LES BAINS"
"2303";"9D036";NA
"2304";"14770";"ST PIERRE LA VIEILLE"
"2305";"62180";"RANG DU FLIERS"
"2306";"52220";"MONTIER EN DER"
"2307";"74290";"VEYRIER DU LAC"
"2308";"86300";"CHAUVIGNY"
"2309";"9H035";NA
"2310";"01350";"CULOZ"
"2311";"9B014";NA
"2312";"11590";"CUXAC D AUDE"
"2313";"11400";"CASTELNAUDARY"
"2314";"11120";"ARGELIERS"
"2315";"29170";"FOUESNANT"
"2316";"59148";"FLINES LEZ RACHES"
"2317";"02260";"LA CAPELLE"
"2318";"24150";"LALINDE"
"2319";"16350";"CHAMPAGNE MOUTON"
"2320";"50330";"ST PIERRE EGLISE"
"2321";"18700";"AUBIGNY SUR NERE"
"2322";"56520";"GUIDEL"
"2323";"84400";"APT"
"2324";"49170";"ST GEORGES SUR LOIRE"
"2325";"51420";"WITRY LES REIMS"
"2326";"61500";"SEES"
"2327";"14270";"MEZIDON CANON"
"2328";"17190";"ST GEORGES D OLERON"
"2329";"9H004";NA
"2330";"31150";"BRUGUIERES"
"2331";"29241";NA
"2332";"51230";"FERE CHAMPENOISE"
"2333";"44760";"LA BERNERIE EN RETZ"
"2334";"17120";"SEMUSSAC"
"2335";"11170";"ALZONNE"
"2336";"14460";"COLOMBELLES"
"2337";"71850";"CHARNAY LES MACON"
"2338";"59125";"TRITH ST LEGER"
"2339";"35132";"VEZIN LE COQUET"
"2340";"56430";"MAURON"
"2341";"14280";"ST CONTEST"
"2342";"17430";"TONNAY CHARENTE"
"2343";"26260";"ST DONAT SUR L HERBASSE"
"2344";"71150";"CHAGNY"
"2345";"64420";"NOUSTY"
"2346";"72800";"LE LUDE"
"2347";"56500";"LOCMINE"
"2348";"12170";"REQUISTA"
"2349";"35220";"CHATEAUBOURG"
"2350";"54420";"SAULXURES LES NANCY"
"2351";"80140";"OISEMONT"
"2352";"71490";"COUCHES"
"2353";"68170";"RIXHEIM"
"2354";"81640";"MONESTIES"
"2355";"44530";"ST GILDAS DES BOIS"
"2356";"65100";"LOURDES"
"2357";"79270";"FRONTENAY ROHAN ROHAN"
"2358";"34440";"NISSAN LEZ ENSERUNE"
"2359";"39260";"MOIRANS EN MONTAGNE"
"2360";"85150";"LA MOTHE ACHARD"
"2361";"9C070";NA
"2362";"50890";"CONDE SUR VIRE"
"2363";"84820";"VISAN"
"2364";"45570";"OUZOUER SUR LOIRE"
"2365";"89C01";"NEUVY SAUTOUR/CHAILLEY"
"2366";"02360";"ROZOY SUR SERRE"
"2367";"59270";"BAILLEUL"
"2368";"03630";"DESERTINES"
"2369";"69240";"THIZY LES BOURGS"
"2370";"37360";"SEMBLANCAY"
"2371";"24510";"STE ALVERE"
"2372";"13590";"MEYREUIL"
"2373";"14340";"CAMBREMER"
"2374";"99397";NA
"2375";"46110";"VAYRAC"
"2376";"9D019";NA
"2377";"44690";"LA HAIE FOUASSIERE"
"2378";"39600";"ARBOIS"
"2379";"33138";"LANTON"
"2380";"76280";"CRIQUETOT L ESNEVAL"
"2381";"46100";"FIGEAC"
"2382";"08440";"VIVIER AU COURT"
"2383";"54200";"TOUL"
"2384";"90C03";"RECHESY/DELLE"
"2385";"23150";"AHUN"
"2386";"76640";"FAUVILLE EN CAUX"
"2387";"24160";"EXCIDEUIL"
"2388";"18800";"BAUGY"
"2389";"24700";"MONTPON MENESTEROL"
"2390";"06270";"VILLENEUVE LOUBET"
"2391";"02720";"HOMBLIERES"
"2392";"27350";"ROUTOT"
"2393";"39000";NA
"2394";"76210";"BOLBEC"
"2395";"19520";"CUBLAC"
"2396";"52340";"BIESLES"
"2397";"27680";"QUILLEBEUF SUR SEINE"
"2398";"99261";NA
"2399";"38500";"VOIRON"
"2400";"24270";"LANOUAILLE"
"2401";"34C02";"LODEVE/LE CAYLAR"
"2402";"40510";"SEIGNOSSE"
"2403";"85700";"POUZAUGES"
"2404";"50250";"LA HAYE DU PUITS"
"2405";"14640";"VILLERS SUR MER"
"2406";"59129";"AVESNES LES AUBERT"
"2407";"9H999";NA
"2408";"76840";"ST MARTIN DE BOSCHERVILLE"
"2409";"17140";"LAGORD"
"2410";"56350";"ALLAIRE"
"2411";"55170";"ANCERVILLE"
"2412";"74960";"CRAN GEVRIER"
"2413";"55140";"VAUCOULEURS"
"2414";"47550";"BOE"
"2415";"9C050";NA
"2416";"12230";"LA CAVALERIE"
"2417";"57560";"ABRESCHVILLER"
"2418";"14150";"OUISTREHAM"
"2419";"89270";"VERMENTON"
"2420";"57310";"GUENANGE"
"2421";"99323";NA
"2422";"99428";NA
"2423";"37150";"BLERE"
"2424";"67140";"BARR"
"2425";"23270";"CLUGNAT"
"2426";"58800";"CORBIGNY"
"2427";"12200";"VILLEFRANCHE DE ROUERGUE"
"2428";"73110";"LA ROCHETTE"
"2429";"49124";"ST BARTHELEMY D ANJOU"
"2430";"11370";"LEUCATE"
"2431";"29920";"NEVEZ"
"2432";"55300";"ST MIHIEL"
"2433";"34670";"BAILLARGUES"
"2434";"13530";"TRETS"
"2435";"72240";"CONLIE"
"2436";"52999";NA
"2437";"47800";"MIRAMONT DE GUYENNE"
"2438";"33130";"BEGLES"
"2439";"59460";"JEUMONT"
"2440";"61410";"COUTERNE"
"2441";"01310";"POLLIAT"
"2442";"59410";"ANZIN"
"2443";"54C03";"MAGNIERES/GERBEVILLER"
"2444";"12240";"RIEUPEYROUX"
"2445";"37340";"AMBILLOU"
"2446";"57290";"FAMECK"
"2447";"27C11";"ROSAY SUR LIEURE/LYONS LA FORET"
"2448";"19700";"SEILHAC"
"2449";"63290";"PUY GUILLAUME"
"2450";"52360";"NEUILLY L EVEQUE"
"2451";"80410";"CAYEUX SUR MER"
"2452";"24380";"VERGT"
"2453";"60690";"MARSEILLE EN BEAUVAISIS"
"2454";"60999";NA
"2455";"69300";"CALUIRE ET CUIRE"
"2456";"50140";"MORTAIN"
"2457";"72430";"NOYEN SUR SARTHE"
"2458";"62710";"COURRIERES"
"2459";"22100";"DINAN"
"2460";"67810";"HOLTZHEIM"
"2461";"73450";"VALLOIRE"
"2462";"15300";"MURAT"
"2463";"42820";"AMBIERLE"
"2464";"17750";"ETAULES"
"2465";"09500";"MIREPOIX"
"2466";"46340";"SALVIAC"
"2467";"11160";"RIEUX MINERVOIS"
"2468";"58340";"CERCY LA TOUR"
"2469";"07130";"ST PERAY"
"2470";"50660";"QUETTREVILLE SUR SIENNE"
"2471";"35360";"MONTAUBAN DE BRETAGNE"
"2472";"2AC15";"ZICAVO/ZEVACO/SANTA MARIA SICHE/PILA CANALE/PETRET"
"2473";"68650";"LAPOUTROIE"
"2474";"80C06";"SAILLY FLIBEAUCOURT/NOUVION"
"2475";"80C01";"DOMPIERRE BECQUINCOURT/BRAY SUR SOMME"
"2476";"37550";"ST AVERTIN"
"2477";"70120";"COMBEAUFONTAINE"
"2478";"61430";"ATHIS DE L ORNE"
"2479";"17C02";"LOIX/LA COUARDE SUR MER"
"2480";"40100";"DAX"
"2481";"59350";"ST ANDRE LEZ LILLE"
"2482";"81240";"ST AMANS SOULT"
"2483";"76150";"MAROMME"
"2484";"07160";"LE CHEYLARD"
"2485";"58140";"LORMES"
"2486";"83980";"LE LAVANDOU"
"2487";"59259";"LECLUSE"
"2488";"35133";"LECOUSSE"
"2489";"50400";"GRANVILLE"
"2490";"30640";"BEAUVOISIN"
"2491";"62360";"ST ETIENNE AU MONT"
"2492";"9H041";NA
"2493";"69250";"NEUVILLE SUR SAONE"
"2494";"36200";"ARGENTON SUR CREUSE"
"2495";"29252";"PLOUEZOC H"
"2496";"50C03";NA
"2497";"68290";"MASEVAUX"
"2498";"69270";"FONTAINES SUR SAONE"
"2499";"99208";NA
"2500";"53160";"BAIS"
"2501";"59112";"ANNOEULLIN"
"2502";"54740";"BENNEY"
"2503";"05100";"BRIANCON"
"2504";"37520";"LA RICHE"
"2505";"16480";"BROSSAC"
"2506";"11300";"LIMOUX"
"2507";"52120";"CHATEAUVILLAIN"
"2508";"40230";"ST VINCENT DE TYROSSE"
"2509";"47440";"CASSENEUIL"
"2510";"13260";"CASSIS"
"2511";"33230";"COUTRAS"
"2512";"46310";"ST GERMAIN DU BEL AIR"
"2513";"56580";"BREHAN"
"2514";"30580";"BROUZET LES ALES"
"2515";"88500";"MIRECOURT"
"2516";"27690";"LERY"
"2517";"21121";"FONTAINE LES DIJON"
"2518";"03140";"CHANTELLE"
"2519";"13450";"GRANS"
"2520";"80350";"MERS LES BAINS"
"2521";"06440";"L ESCARENE"
"2522";"43100";"BRIOUDE"
"2523";"14111";"LOUVIGNY"
"2524";"99418";NA
"2525";"62770";"AUCHY LES HESDIN"
"2526";"34270";"ST MATHIEU DE TREVIERS"
"2527";"9D029";NA
"2528";"66110";"AMELIE LES BAINS PALALDA"
"2529";"38610";"GIERES"
"2530";"51500";"TAISSY"
"2531";"86240";"FONTAINE LE COMTE"
"2532";"88460";"CHENIMENIL"
"2533";"59265";"AUBIGNY AU BAC"
"2534";"62123";"BEAUMETZ LES LOGES"
"2535";"05C06";"ST BONNET EN CHAMPSAUR/LE DEVOLUY"
"2536";"29870";"LANNILIS"
"2537";"79000";"NIORT"
"2538";"59151";"ARLEUX"
"2539";"35500";"VITRE"
"2540";"16420";"BRIGUEUIL"
"2541";"62185";NA
"2542";"41140";"NOYERS SUR CHER"
"2543";"18340";"PLAIMPIED GIVAUDINS"
"2544";"54520";"LAXOU"
"2545";"21400";"CHATILLON SUR SEINE"
"2546";"45110";"CHATEAUNEUF SUR LOIRE"
"2547";"86220";"DANGE ST ROMAIN"
"2548";"50220";"DUCEY"
"2549";"35135";"CHANTEPIE"
"2550";"59115";"LEERS"
"2551";"41310";"ST AMAND LONGPRE"
"2552";"62870";"CAMPAGNE LES HESDIN"
"2553";"35850";"GEVEZE"
"2554";"79130";"SECONDIGNY"
"2555";"86320";"LUSSAC LES CHATEAUX"
"2556";"9J009";NA
"2557";"38700";"LA TRONCHE"
"2558";"44380";"PORNICHET"
"2559";"68770";"AMMERSCHWIHR"
"2560";"41330";"FOSSE"
"2561";"30560";"ST HILAIRE DE BRETHMAS"
"2562";"54390";"FROUARD"
"2563";"13170";"LES PENNES MIRABEAU"
"2564";"07400";"LE TEIL"
"2565";"35150";"JANZE"
"2566";"72700";"ALLONNES"
"2567";"61370";"STE GAUBURGE STE COLOMBE"
"2568";"65360";"MOMERES"
"2569";"99121";NA
"2570";"12000";"RODEZ"
"2571";"81490";"NOAILHAC"
"2572";"35320";"CREVIN"
"2573";"29410";"PLEYBER CHRIST"
"2574";"50C01";"MOYON/CANISY"
"2575";"35350";"ST MELOIR DES ONDES"
"2576";"39400";"MOREZ"
"2577";"33170";"GRADIGNAN"
"2578";"58160";"IMPHY"
"2579";"14530";"LUC SUR MER"
"2580";"79360";"BEAUVOIR SUR NIORT"
"2581";"49610";"MURS ERIGNE"
"2582";"60410";"VERBERIE"
"2583";"50560";"GOUVILLE SUR MER"
"2584";"58470";"MAGNY COURS"
"2585";"9D041";NA
"2586";"70200";"LURE"
"2587";"89390";"RAVIERES"
"2588";"21850";"ST APOLLINAIRE"
"2589";"74300";"CLUSES"
"2590";"69210";"L ARBRESLE"
"2591";"62170";"MONTREUIL"
"2592";"14740";"BRETTEVILLE L ORGUEILLEUSE"
"2593";"89210";"BRIENON SUR ARMANCON"
"2594";"29780";"PLOUHINEC"
"2595";"85140";"LES ESSARTS"
"2596";"27110";"LE NEUBOURG"
"2597";"21240";"TALANT"
"2598";"10430";"ROSIERES PRES TROYES"
"2599";"46330";"ST GERY"
"2600";"69160";"TASSIN LA DEMI LUNE"
"2601";"33950";"LEGE CAP FERRET"
"2602";"25160";"LABERGEMENT STE MARIE"
"2603";"56740";"LOCMARIAQUER"
"2604";"45620";"CERDON"
"2605";"40130";"CAPBRETON"
"2606";"99111";NA
"2607";"86130";"JAUNAY CLAN"
"2608";"61120";"VIMOUTIERS"
"2609";"31370";"RIEUMES"
"2610";"29217";"PLOUGONVELIN"
"2611";"57740";"LONGEVILLE LES ST AVOLD"
"2612";"68130";"ALTKIRCH"
"2613";"88100";"ST DIE DES VOSGES"
"2614";"59223";"RONCQ"
"2615";"80650";"VIGNACOURT"
"2616";"83340";"LE LUC"
"2617";"33185";"LE HAILLAN"
"2618";"81600";"GAILLAC"
"2619";"29290";"ST RENAN"
"2620";"50670";"COULOUVRAY BOISBENATRE"
"2621";"22580";"PLOUHA"
"2622";"17620";"ECHILLAIS"
"2623";"06330";"ROQUEFORT LES PINS"
"2624";"69002";"LYON 02"
"2625";"31130";"BALMA"
"2626";"99396";NA
"2627";"16C01";"VERTEUIL SUR CHARENTE/RUFFEC"
"2628";"02370";"VAILLY SUR AISNE"
"2629";"22450";"POMMERIT JAUDY"
"2630";"59138";"PONT SUR SAMBRE"
"2631";"24200";"SARLAT LA CANEDA"
"2632";"02150";"SISSONNE"
"2633";"56260";"LARMOR PLAGE"
"2634";"60680";"GRANDFRESNOY"
"2635";"64210";"BIDART"
"2636";"06530";"PEYMEINADE"
"2637";"69460";"ST ETIENNE DES OULLIERES"
"2638";"18350";"NERONDES"
"2639";"79370";"CELLES SUR BELLE"
"2640";"9B080";NA
"2641";"47310";"BRAX"
"2642";"45410";"ARTENAY"
"2643";"08170";"FUMAY"
"2644";"66280";"SALEILLES"
"2645";"79600";"AIRVAULT"
"2646";"07200";"AUBENAS"
"2647";"59174";"LA SENTINELLE"
"2648";"33110";"LE BOUSCAT"
"2649";"86440";"MIGNE AUXANCES"
"2650";"99255";NA
"2651";"86200";"LOUDUN"
"2652";"45510";"TIGY"
"2653";"10450";"BREVIANDES"
"2654";"44115";"BASSE GOULAINE"
"2655";"72510";"PONTVALLAIN"
"2656";"17180";"PERIGNY"
"2657";"31700";"BLAGNAC"
"2658";"25150";"PONT DE ROIDE VERMONDANS"
"2659";"76790";"ETRETAT"
"2660";"67530";"BOERSCH"
"2661";"57540";NA
"2662";"31530";"LEVIGNAC"
"2663";"46000";"CAHORS"
"2664";"14210";"EVRECY"
"2665";"23360";"LOURDOUEIX ST PIERRE"
"2666";"26330";"CHATEAUNEUF DE GALAURE"
"2667";"50550";"ST VAAST LA HOUGUE"
"2668";"65700";"MAUBOURGUET"
"2669";"9H009";NA
"2670";"82130";"LAFRANCAISE"
"2671";"56320";"LE FAOUET"
"2672";"27590";"PITRES"
"2673";"29310";"QUERRIEN"
"2674";"99329";NA
"2675";"22150";"PLOEUC SUR LIE"
"2676";"34550";"BESSAN"
"2677";"41290";"OUCQUES"
"2678";"89460";"CRAVANT"
"2679";"71530";"CRISSEY"
"2680";"9H032";NA
"2681";"9H014";NA
"2682";"38570";"LE CHEYLAS"
"2683";"62880";"VENDIN LE VIEIL"
"2684";"44330";"VALLET"
"2685";"21300";"CHENOVE"
"2686";"67290";"WINGEN SUR MODER"
"2687";"55160";"FRESNES EN WOEVRE"
"2688";"06420";"VALDEBLORE"
"2689";"99395";NA
"2690";"23700";"AUZANCES"
"2691";"45530";"VITRY AUX LOGES"
"2692";"14680";"BRETTEVILLE SUR LAIZE"
"2693";"17130";"MONTENDRE"
"2694";"87600";"ROCHECHOUART"
"2695";"69290";"CRAPONNE"
"2696";"44360";"ST ETIENNE DE MONTLUC"
"2697";"37510";"BALLAN MIRE"
"2698";"58C04";NA
"2699";"83580";"GASSIN"
"2700";"15170";"NEUSSARGUES MOISSAC"
"2701";"62690";"AUBIGNY EN ARTOIS"
"2702";"40180";"NARROSSE"
"2703";"99234";NA
"2704";"63450";"ST AMANT TALLENDE"
"2705";"02480";"JUSSY"
"2706";"99156";NA
"2707";"33500";"LIBOURNE"
"2708";"67400";"ILLKIRCH GRAFFENSTADEN"
"2709";"59181";"STEENWERCK"
"2710";"17410";"ST MARTIN DE RE"
"2711";"31600";"MURET"
"2712";"29150";"CHATEAULIN"
"2713";"76390";"AUMALE"
"2714";"99438";NA
"2715";"69310";"PIERRE BENITE"
"2716";"57240";"NILVANGE"
"2717";"29140";"ROSPORDEN"
"2718";"56730";"ST GILDAS DE RHUYS"
"2719";"72270";"MALICORNE SUR SARTHE"
"2720";"99112";NA
"2721";"32370";"MANCIET"
"2722";"80450";"CAMON"
"2723";"64C02";"OLORON STE MARIE/ESCOUT/ASASP ARROS"
"2724";"37290";"YZEURES SUR CREUSE"
"2725";"71390";"BUXY"
"2726";"83220";"LE PRADET"
"2727";"39800";"POLIGNY"
"2728";"37370";"ST PATERNE RACAN"
"2729";"18120";"MEREAU"
"2730";"47510";"FOULAYRONNES"
"2731";"62121";"ACHIET LE GRAND"
"2732";"17690";"ANGOULINS"
"2733";"36220";"TOURNON ST MARTIN"
"2734";"03370";"CHAZEMAIS"
"2735";"32700";"LECTOURE"
"2736";"65350";"POUYASTRUC"
"2737";"83460";"LES ARCS"
"2738";"35420";"LOUVIGNE DU DESERT"
"2739";"62370";"AUDRUICQ"
"2740";"76770";"MALAUNAY"
"2741";"71130";"GUEUGNON"
"2742";"37120";"RICHELIEU"
"2743";"51130";"VERTUS"
"2744";"03310";"NERIS LES BAINS"
"2745";"08800";"MONTHERME"
"2746";"71640";"GIVRY"
"2747";"84170";"MONTEUX"
"2748";"24130";"PRIGONRIEUX"
"2749";"30220";"AIGUES MORTES"
"2750";"32120";"MAUVEZIN"
"2751";"44460";"ST NICOLAS DE REDON"
"2752";"22550";"MATIGNON"
"2753";"86580";"VOUNEUIL SOUS BIARD"
"2754";"26150";"DIE"
"2755";"29750";"LOCTUDY"
"2756";"86999";NA
"2757";"38730";"LE PIN"
"2758";"56410";"ERDEVEN"
"2759";"85210";"STE HERMINE"
"2760";"29660";NA
"2761";"08230";"ROCROI"
"2762";"51240";"POGNY"
"2763";"50230";"AGON COUTAINVILLE"
"2764";"85430";"AUBIGNY"
"2765";"80580";"PONT REMY"
"2766";"88320";"LAMARCHE"
"2767";"19130";"OBJAT"
"2768";"84330";"CAROMB"
"2769";"70170";"PORT SUR SAONE"
"2770";"76960";"NOTRE DAME DE BONDEVILLE"
"2771";"59221";"BAUVIN"
"2772";"85170";"LE POIRE SUR VIE"
"2773";"67170";"BRUMATH"
"2774";"59146";"PECQUENCOURT"
"2775";"15100";"ST FLOUR"
"2776";"83130";"LA GARDE"
"2777";"54400";"LONGWY"
"2778";"9B021";NA
"2779";"59496";"SALOME"
"2780";"74999";NA
"2781";"06950";"FALICON"
"2782";"45650";"ST JEAN LE BLANC"
"2783";"80290";"POIX DE PICARDIE"
"2784";"59230";"ST AMAND LES EAUX"
"2785";"29890";"KERLOUAN"
"2786";"84160";"CADENET"
"2787";"44230";"ST SEBASTIEN SUR LOIRE"
"2788";"85520";"JARD SUR MER"
"2789";"49130";"LES PONTS DE CE"
"2790";"21320";"POUILLY EN AUXOIS"
"2791";"40160";"PARENTIS EN BORN"
"2792";"02820";"ST ERME OUTRE ET RAMECOURT"
"2793";"49420";"POUANCE"
"2794";"59280";"ARMENTIERES"
"2795";"84110";"VAISON LA ROMAINE"
"2796";"76999";NA
"2797";"44450";"ST JULIEN DE CONCELLES"
"2798";"53999";NA
"2799";"30500";"ST AMBROIX"
"2800";"76660";"LONDINIERES"
"2801";"35330";"MAURE DE BRETAGNE"
"2802";"16230";"MANSLE"
"2803";"04200";"SISTERON"
"2804";"85750";"ANGLES"
"2805";"04120";"CASTELLANE"
"2806";"14350";"ST MARTIN DES BESACES"
"2807";"59491";"VILLENEUVE D ASCQ"
"2808";"34290";"SERVIAN"
"2809";"74890";"BONS EN CHABLAIS"
"2810";"79410";"ECHIRE"
"2811";"39320";"ST JULIEN"
"2812";"17550";"DOLUS D OLERON"
"2813";"53120";"GORRON"
"2814";"76540";"SASSETOT LE MAUCONDUIT"
"2815";"79180";"CHAURAY"
"2816";"71140";"BOURBON LANCY"
"2817";"22740";"LEZARDRIEUX"
"2818";"84740";"VELLERON"
"2819";"34250";"PALAVAS LES FLOTS"
"2820";"24400";"MUSSIDAN"
"2821";"17150";"MIRAMBEAU"
"2822";"37310";"CHAMBOURG SUR INDRE"
"2823";"68220";"HEGENHEIM"
"2824";"39130";"CLAIRVAUX LES LACS"
"2825";"69700";"GIVORS"
"2826";"53270";"STE SUZANNE"
"2827";"02230";NA
"2828";"29760";"PENMARCH"
"2829";"83630";"REGUSSE"
"2830";"71680";"CRECHES SUR SAONE"
"2831";"22370";"PLENEUF VAL ANDRE"
"2832";"67260";"SARRE UNION"
"2833";"67610";"LA WANTZENAU"
"2834";"25870";"LES AUXONS"
"2835";"46400";"ST CERE"
"2836";"06999";NA
"2837";"87510";"ST GENCE"
"2838";"08600";"GIVET"
"2839";"66180";"VILLENEUVE DE LA RAHO"
"2840";"62280";"ST MARTIN BOULOGNE"
"2841";"29380";"BANNALEC"
"2842";"11620";"VILLEMOUSTAUSSOU"
"2843";"62490";"VITRY EN ARTOIS"
"2844";"55290";"MONTIERS SUR SAULX"
"2845";"26600";"TAIN L HERMITAGE"
"2846";"79260";"LA CRECHE"
"2847";"55800";"REVIGNY SUR ORNAIN"
"2848";"25999";NA
"2849";"99502";NA
"2850";"10350";"MARIGNY LE CHATEL"
"2851";"50680";"CERISY LA FORET"
"2852";"71240";"SENNECEY LE GRAND"
"2853";"57160";"MOULINS LES METZ"
"2854";"31430";"LE FOUSSERET"
"2855";"14920";"MATHIEU"
"2856";"44120";"VERTOU"
"2857";"90600";"GRANDVILLARS"
"2858";"50180";"AGNEAUX"
"2859";"61320";"CARROUGES"
"2860";"32160";"PLAISANCE"
"2861";"47270";"PUYMIROL"
"2862";"9F070";NA
"2863";"27740";"POSES"
"2864";"69580";NA
"2865";"33560";"CARBON BLANC"
"2866";"2BC03";"SANTO PIETRO DI TENDA/PATRIMONIO/OLETTA"
"2867";"57470";"HOMBOURG HAUT"
"2868";"69008";"LYON 08"
"2869";"25400";"AUDINCOURT"
"2870";"63260";"AIGUEPERSE"
"2871";"72290";"BALLON"
"2872";"29260";"LESNEVEN"
"2873";"80210";"FEUQUIERES EN VIMEU"
"2874";"67440";"MARMOUTIER"
"2875";"69450";"ST CYR AU MONT D OR"
"2876";"44830";"BOUAYE"
"2877";"31170";"TOURNEFEUILLE"
"2878";"74160";"ST JULIEN EN GENEVOIS"
"2879";"69005";"LYON 05"
"2880";"99238";NA
"2881";"9B025";NA
"2882";"14510";"HOULGATE"
"2883";"40200";"MIMIZAN"
"2884";"01220";"DIVONNE LES BAINS"
"2885";"03300";"CUSSET"
"2886";"50870";"TIREPIED"
"2887";"29550";"PLOMODIERN"
"2888";"66420";"LE BARCARES"
"2889";"30450";"GENOLHAC"
"2890";"16400";"LA COURONNE"
"2891";"79380";"LA FORET SUR SEVRE"
"2892";"85500";"LES HERBIERS"
"2893";"87130";"CHATEAUNEUF LA FORET"
"2894";"21420";"SAVIGNY LES BEAUNE"
"2895";"74250";"VIUZ EN SALLAZ"
"2896";"99206";NA
"2897";"59930";"LA CHAPELLE D ARMENTIERES"
"2898";"63550";"ST REMY SUR DUROLLE"
"2899";"59760";"GRANDE SYNTHE"
"2900";"65C01";"FERRIERES/ARGELES GAZOST"
"2901";"33470";"GUJAN MESTRAS"
"2902";"30240";"LE GRAU DU ROI"
"2903";"29790";"PONT CROIX"
"2904";"71300";"MONTCEAU LES MINES"
"2905";"65600";"SEMEAC"
"2906";"19270";"USSAC"
"2907";"70000";"VESOUL"
"2908";"41999";NA
"2909";"44999";NA
"2910";"52210";"ARC EN BARROIS"
"2911";"34970";"LATTES"
"2912";"29510";"BRIEC"
